ISSID,Municipality_metro,TownCity_Name,Coordinates,Start_Date,End_Date
494,Gauteng - City of Johannesburg,Roodepoort,"-26.161755,27.872114",09/10/2013 00:00,09/10/2013 00:00
502,Gauteng - City of Johannesburg,Johannesburg,"-26.191874,28.030242",09/10/2013 00:00,09/10/2013 00:00
503,Gauteng - Ekurhuleni,Kempton Park,"-26.109231,28.238458",09/10/2013 00:00,09/10/2013 00:00
504,Gauteng - Ekurhuleni,Alberton,"-26.251576,28.110134",09/10/2013 00:00,09/11/2013 00:00
513,Western Cape - City of Cape Town,Cape Town,"-33.651406,19.038318",09/10/2013 00:00,09/11/2013 00:00
522,Western Cape - City of Cape Town,Cape Town,"-34.044232,18.503888",09/10/2013 00:00,09/10/2013 00:00
500,Gauteng - City of Johannesburg,Johannesburg,"-26.301696,27.859281",09/11/2013 00:00,09/11/2013 00:00
507,Gauteng - Ekurhuleni,Benoni,"-26.192913,28.318976",09/11/2013 00:00,09/11/2013 00:00
509,KwaZulu Natal - eThekwini,Durban,"-29.853365,31.000317",09/11/2013 00:00,09/11/2013 00:00
511,Free State - Mangaung,Bloemfontein,"-29.184226,26.269949",09/11/2013 00:00,09/12/2013 00:00
516,Western Cape - City of Cape Town,Cape Town,"-34.047766,18.751242",09/11/2013 00:00,09/11/2013 00:00
517,Western Cape - City of Cape Town,Cape Town,"-33.920524,18.428856",09/11/2013 00:00,09/11/2013 00:00
518,Gauteng - City of Tshwane,Pretoria,"-25.744652,28.235834",09/11/2013 00:00,09/11/2013 00:00
520,Gauteng - City of Johannesburg,Johannesburg,"-26.028221,27.945499",09/11/2013 00:00,09/11/2013 00:00
558,Gauteng - City of Tshwane,Pretoria,"-25.824935,28.315506",09/11/2013 00:00,09/11/2013 00:00
508,Gauteng - City of Johannesburg,Johannesburg,"-26.204219,28.041609",09/12/2013 00:00,09/12/2013 00:00
514,Gauteng - City of Tshwane,Pretoria,"-25.74339,28.210263",09/12/2013 00:00,09/12/2013 00:00
519,Western Cape - City of Cape Town,Cape Town,"-33.908893,18.565234",09/12/2013 00:00,09/12/2013 00:00
510,Eastern Cape - Buffalo City,Bisho,"-32.851255,27.438114",09/13/2013 12:00:00 AM,09/13/2013 12:00:00 AM
523,Western Cape - City of Cape Town,Cape Town,"-34.07511,18.457122",09/13/2013 12:00:00 AM,09/13/2013 12:00:00 AM
515,KwaZulu Natal - eThekwini,Durban,"-29.740252,30.633818",09/14/2013 12:00:00 AM,09/14/2013 12:00:00 AM
521,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.899464,25.603718",09/14/2013 12:00:00 AM,09/15/2013 12:00:00 AM
532,Gauteng - City of Tshwane,Pretoria,"-25.749458,28.189103",09/16/2013 12:00:00 AM,09/16/2013 12:00:00 AM
536,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.7988,25.586036",09/16/2013 12:00:00 AM,09/17/2013 12:00:00 AM
584,KwaZulu Natal - Mtubatuba,Richardsbay,"-28.779997,32.038351",09/16/2013 12:00:00 AM,10/17/2013 12:00:00 AM
531,Western Cape - City of Cape Town,Cape Town,"-33.924453,18.425313",09/17/2013 12:00:00 AM,09/17/2013 12:00:00 AM
533,KwaZulu Natal - eThekwini,Durban,"-29.867498,30.98049",09/17/2013 12:00:00 AM,09/17/2013 12:00:00 AM
524,Gauteng - Westonaria,Johannesburg,"-26.282911,27.704255",09/18/2013 12:00:00 AM,09/18/2013 12:00:00 AM
548,KwaZulu Natal - eThekwini,Durban,"-29.999395,30.944878",09/20/2013 12:00:00 AM,09/20/2013 12:00:00 AM
528,Gauteng - City of Johannesburg,Johannesburg,"-26.333788,27.83695",09/21/2013 12:00:00 AM,09/21/2013 12:00:00 AM
557,KwaZulu Natal - eThekwini,Durban,"-29.837973,30.996797",09/21/2013 12:00:00 AM,09/21/2013 12:00:00 AM
581,Eastern Cape - Buffalo City,East London,"-33.006977,27.876562",09/22/2013 12:00:00 AM,09/22/2013 12:00:00 AM
543,Gauteng - Westonaria,Johannesburg,"-26.133306,27.583364",09/23/2013 12:00:00 AM,09/23/2013 12:00:00 AM
545,Limpopo - Thulamela,Malamulele,"-22.974041,30.894042",09/23/2013 12:00:00 AM,09/23/2013 12:00:00 AM
527,Gauteng - City of Johannesburg,Johannesburg,"-26.191257,28.039466",09/25/2013 12:00:00 AM,09/25/2013 12:00:00 AM
526,Gauteng - City of Tshwane,Pretoria,"-25.768069,28.199875",09/26/2013 12:00:00 AM,09/26/2013 12:00:00 AM
525,Gauteng - Westonaria,Johannesburg,"-26.286797,27.696605",09/27/2013 12:00:00 AM,09/27/2013 12:00:00 AM
529,North West - Rustenburg,Rustenburg,"-25.703683,27.472125",09/27/2013 12:00:00 AM,09/27/2013 12:00:00 AM
569,Limpopo - Thabazimbi,Thabazimbi,"-24.826703,27.285047",09/27/2013 12:00:00 AM,10/01/2013 00:00
632,KwaZulu Natal - eThekwini,Durban,"-29.993485,30.929343",09/27/2013 12:00:00 AM,09/27/2013 12:00:00 AM
568,Gauteng - City of Johannesburg,Johannesburg,"-26.242925,27.870484",09/28/2013 12:00:00 AM,09/28/2013 12:00:00 AM
550,Gauteng - City of Johannesburg,Johannesburg,"-26.158192,28.028535",09/29/2013 12:00:00 AM,09/29/2013 12:00:00 AM
530,KwaZulu Natal - eThekwini,Durban,"-29.859925,30.968782",09/30/2013 12:00:00 AM,09/30/2013 12:00:00 AM
534,Gauteng - City of Tshwane,Pretoria,"-25.77261,28.114264",09/30/2013 12:00:00 AM,09/30/2013 12:00:00 AM
535,Western Cape - City of Cape Town,Cape Town,"-33.924199,18.418742",09/30/2013 12:00:00 AM,09/30/2013 12:00:00 AM
539,Gauteng - City of Johannesburg,Johannesburg,"-26.203839,28.032473",09/30/2013 12:00:00 AM,10/01/2013 00:00
540,Gauteng - City of Tshwane,Pretoria,"-25.852938,28.167452",09/30/2013 12:00:00 AM,10/01/2013 00:00
541,Gauteng - City of Johannesburg,Sandton,"-26.104057,28.049383",09/30/2013 12:00:00 AM,10/01/2013 00:00
542,Western Cape - City of Cape Town,Cape Town,"-33.971915,18.46523",09/30/2013 12:00:00 AM,10/01/2013 00:00
544,Gauteng - Westonaria,Johannesburg,"-26.152896,27.676737",09/30/2013 12:00:00 AM,09/30/2013 12:00:00 AM
576,Western Cape - City of Cape Town,Cape Town,"-33.923614,18.417946",10/01/2013 00:00,10/01/2013 00:00
547,KwaZulu Natal - Emnambithi/Ladysmith,Ladysmith,"-28.560118,29.782988",10/02/2013 00:00,10/02/2013 00:00
549,KwaZulu Natal - eThekwini,Durban,"-29.840523,31.009516",10/03/2013 00:00,10/03/2013 00:00
551,Gauteng - Ekurhuleni,Johannesburg,"-26.224543,28.252758",10/04/2013 00:00,10/04/2013 00:00
553,KwaZulu Natal - eThekwini,Durban,"-29.763148,30.948206",10/04/2013 00:00,10/04/2013 00:00
560,KwaZulu Natal - eThekwini,Durban,"-29.96949,30.900332",10/04/2013 00:00,10/04/2013 00:00
561,Western Cape - City of Cape Town,Cape Town,"-33.924231,18.42221",10/04/2013 00:00,10/04/2013 00:00
574,Gauteng - City of Tshwane,Pretoria,"-25.855613,28.187031",10/05/2013 00:00,10/05/2013 00:00
559,KwaZulu Natal - eThekwini,Durban,"-29.956543,30.939739",10/07/2013 00:00,10/07/2013 00:00
565,Western Cape - City of Cape Town,Cape Town,"-33.92221,18.422245",10/07/2013 00:00,10/07/2013 00:00
618,Limpopo - Blouberg Local,"Uitkyk, Bochum","-23.267685,29.110673",10/07/2013 00:00,10/07/2013 00:00
554,KwaZulu Natal - eThekwini,Pinetown,"-29.818976,30.86112",10/08/2013 00:00,10/08/2013 00:00
564,Western Cape - City of Cape Town,Cape Town,"-33.971872,18.465194",10/08/2013 00:00,10/08/2013 00:00
591,Gauteng - City of Johannesburg,Johannesburg,"-26.141666,27.914768",10/08/2013 00:00,10/08/2013 00:00
552,Gauteng - Sedibeng,Heidelberg,"-26.553388,28.319866",10/09/2013 00:00,10/09/2013 00:00
556,KwaZulu Natal - The Msunduzi,Pietermaritzburg,"-29.59932,30.38461",10/09/2013 00:00,10/09/2013 00:00
562,Free State - Matjhabeng,Welkom,"-27.98835,26.733931",10/09/2013 00:00,10/09/2013 00:00
563,Mpumalanga - Thembisile,KwaMhlanga,"-25.179855,28.402183",10/09/2013 00:00,10/10/2013 00:00
571,Limpopo - Polokwane,Polokwane,"-23.89396,29.735134",10/09/2013 00:00,10/11/2013 00:00
566,Western Cape - City of Cape Town,Cape Town,"-33.931334,18.430342",10/10/2013 00:00,10/10/2013 00:00
567,Gauteng - City of Tshwane,Pretoria,"-25.740867,28.212277",10/10/2013 00:00,10/10/2013 00:00
570,Gauteng - West Rand,Johannesburg,"-26.178115,27.812114",10/10/2013 00:00,10/10/2013 00:00
572,Eastern Cape - Buffalo City,East London,"-32.942168,28.009898",10/10/2013 00:00,10/10/2013 00:00
613,North West - Rustenburg,Rustenburg,"-25.699546,27.474204",10/10/2013 00:00,10/10/2013 00:00
596,Western Cape - City of Cape Town,Cape Town,"-34.000002,18.733351",10/12/2013 00:00,10/12/2013 00:00
575,Gauteng - City of Johannesburg,Johannesburg,"-26.184595,28.006112",10/13/2013 12:00:00 AM,10/13/2013 12:00:00 AM
580,Western Cape - Breede Valley,Cape Town,"-33.646437,19.44395",10/14/2013 12:00:00 AM,10/14/2013 12:00:00 AM
621,Mpumalanga - Steve Tshwete,Middleburg,"-25.767972,29.456478",10/14/2013 12:00:00 AM,10/14/2013 12:00:00 AM
573,Western Cape - City of Cape Town,Cape Town,"-33.927337,18.422352",10/15/2013 12:00:00 AM,10/15/2013 12:00:00 AM
578,Gauteng - Westonaria,Johannesburg,"-26.282141,27.703655",10/15/2013 12:00:00 AM,10/16/2013 12:00:00 AM
588,Free State - Letsemeng,Koffiefontein,"-29.407862,25.002473",10/15/2013 12:00:00 AM,10/18/2013 12:00:00 AM
589,KwaZulu Natal - eThekwini,Durban,"-29.84257,31.028405",10/15/2013 12:00:00 AM,10/18/2013 12:00:00 AM
590,Gauteng - Ekurhuleni,Germiston,"-26.217204,28.161708",10/15/2013 12:00:00 AM,10/18/2013 12:00:00 AM
579,Gauteng - City of Johannesburg,Johannesburg,"-26.189794,27.801801",10/16/2013 12:00:00 AM,10/16/2013 12:00:00 AM
582,Limpopo - Thulamela,Giyani,"-23.012223,30.716311",10/16/2013 12:00:00 AM,10/17/2013 12:00:00 AM
583,KwaZulu Natal - eThekwini,Durban,"-29.856784,31.024092",10/16/2013 12:00:00 AM,10/16/2013 12:00:00 AM
585,Mpumalanga - Emalahleni,Witbank,"-25.851809,29.16487",10/17/2013 12:00:00 AM,10/18/2013 12:00:00 AM
586,Mpumalanga - Steve Tshwete,Middleburg,"-25.796336,29.469095",10/17/2013 12:00:00 AM,10/18/2013 12:00:00 AM
587,Limpopo - Greater Sekhukhune,Steelpoort,"-24.802007,30.171004",10/17/2013 12:00:00 AM,10/18/2013 12:00:00 AM
593,Gauteng - City of Tshwane,Pretoria,"-25.750004,28.200707",10/17/2013 12:00:00 AM,10/17/2013 12:00:00 AM
594,Western Cape - Cederberg,Cape Town,"-32.587352,19.012355",10/17/2013 12:00:00 AM,10/17/2013 12:00:00 AM
592,Western Cape - City of Cape Town,Cape Town,"-33.957835,18.461633",10/18/2013 12:00:00 AM,10/18/2013 12:00:00 AM
598,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.946279,25.507665",10/18/2013 12:00:00 AM,10/18/2013 12:00:00 AM
599,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-32.748879,25.807201",10/18/2013 12:00:00 AM,10/18/2013 12:00:00 AM
633,KwaZulu Natal - Emnambithi/Ladysmith,Ladysmith,"-28.537632,29.804319",10/18/2013 12:00:00 AM,10/18/2013 12:00:00 AM
635,Gauteng - City of Johannesburg,Johannesburg,"-25.931321,28.01491",10/18/2013 12:00:00 AM,10/18/2013 12:00:00 AM
595,Western Cape - City of Cape Town,Cape Town,"-33.920431,18.432427",10/19/2013 12:00:00 AM,10/19/2013 12:00:00 AM
600,KwaZulu Natal - eThekwini,Durban,"-29.793692,30.936166",10/19/2013 12:00:00 AM,10/19/2013 12:00:00 AM
626,KwaZulu Natal - Okhahlamba,Bergville,"-29.888569,30.877996",10/21/2013 12:00:00 AM,10/22/2013 12:00:00 AM
628,Free State - Moqhaka,Bloemfontein,"-27.658291,27.233336",10/21/2013 12:00:00 AM,10/21/2013 12:00:00 AM
629,Mpumalanga - Emalahleni,Witbank,"-25.874284,29.212253",10/22/2013 12:00:00 AM,10/22/2013 12:00:00 AM
631,Gauteng - City of Johannesburg,Johannesburg,"-26.201615,28.040797",10/22/2013 12:00:00 AM,10/24/2013 12:00:00 AM
638,Gauteng - City of Johannesburg,Johannesburg,"-26.18446,28.005951",10/24/2013 12:00:00 AM,10/24/2013 12:00:00 AM
611,Mpumalanga - Bushbuckridge,Bushbuckridge,"-24.839633,31.046749",10/25/2013 12:00:00 AM,10/25/2013 12:00:00 AM
627,Western Cape - City of Cape Town,Cape Town,"-33.908601,18.660506",10/25/2013 12:00:00 AM,10/25/2013 12:00:00 AM
674,Mpumalanga - Gert Sibande,Ermelo,"-26.54022,29.991406",10/25/2013 12:00:00 AM,11/03/2013 00:00
810,Northern Cape - Sol Plaatjie,Kimberley,"-28.717539,24.751504",10/25/2013 12:00:00 AM,10/28/2013 12:00:00 AM
848,Gauteng - City of Johannesburg,Johannesburg,"-26.187769,28.009763",10/25/2013 12:00:00 AM,10/25/2013 12:00:00 AM
622,KwaZulu Natal - eThekwini,Durban,"-29.814955,30.978331",10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM
623,Gauteng - City of Tshwane,Pretoria,"-25.754232,28.207652",10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM
624,KwaZulu Natal - eThekwini,Durban,"-29.871164,30.989533",10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM
625,KwaZulu Natal - eThekwini,Durban,"-29.886551,30.984167",10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM
630,North West - Bojanala,Rustenburg,"-25.681137,27.539436",10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM
642,Mpumalanga - Govan Mbeki,Secunda,"-26.516126,29.202676",10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM
610,Gauteng - Westonaria,Johannesburg,"-26.282026,27.703736",10/27/2013 12:00:00 AM,10/28/2013 12:00:00 AM
620,Gauteng - Westonaria,Johannesburg,"-26.282988,27.70419",10/27/2013 12:00:00 AM,10/28/2013 12:00:00 AM
634,Eastern Cape - Cacadu,Somerset East,"-32.750088,25.807632",10/27/2013 12:00:00 AM,10/27/2013 12:00:00 AM
641,Gauteng - Ekurhuleni,Springs,"-26.372608,28.407505",10/29/2013 12:00:00 AM,10/29/2013 12:00:00 AM
639,Western Cape - City of Cape Town,Cape Town,"-33.924195,18.418771",10/30/2013 12:00:00 AM,10/30/2013 12:00:00 AM
640,Gauteng - West Rand,Johannesburg,"-26.169767,27.845743",10/30/2013 12:00:00 AM,10/30/2013 12:00:00 AM
675,Gauteng - Mogale City,Krugersdorp,"-26.101882,27.766012",10/31/2013 12:00:00 AM,10/31/2013 12:00:00 AM
678,Gauteng - City of Johannesburg,Johannesburg,"-26.175352,27.866839",10/31/2013 12:00:00 AM,10/31/2013 12:00:00 AM
680,Gauteng - Ekurhuleni,Johannesburg,"-26.41992,28.473353",10/31/2013 12:00:00 AM,10/31/2013 12:00:00 AM
693,KwaZulu Natal - eThekwini,Durban,"-29.848824,30.824899",10/31/2013 12:00:00 AM,10/31/2013 12:00:00 AM
673,Gauteng - City of Johannesburg,Johannesburg,"-26.248429,27.853773",11/01/2013 00:00,11/01/2013 00:00
679,Gauteng - City of Johannesburg,Johannesburg,"-26.202462,28.031438",11/01/2013 00:00,11/01/2013 00:00
16,Gauteng - City of Tshwane,Pretoria,"-25.742568,28.174363",11/02/2013 00:00,11/02/2013 00:00
643,Gauteng - City of Johannesburg,Johannesburg,"-26.134153,28.034748",11/03/2013 00:00,11/25/2013 12:00:00 AM
672,Eastern Cape - Buffalo City,East London,"-32.743753,27.486499",11/03/2013 00:00,11/03/2013 00:00
676,Gauteng - West Rand,Johannesburg,"-26.332134,27.313982",11/03/2013 00:00,11/03/2013 00:00
677,Gauteng - City of Johannesburg,Johannesburg,"-26.28926,27.895396",11/03/2013 00:00,11/03/2013 00:00
608,Gauteng - City of Tshwane,Pretoria West,"-25.812834,28.093279",11/05/2013 00:00,11/05/2013 00:00
662,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.797979,25.585857",11/05/2013 00:00,11/07/2013 00:00
663,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.768285,25.389336",11/05/2013 00:00,11/07/2013 00:00
670,Gauteng - City of Tshwane,Pretoria,"-25.74483,28.210838",11/05/2013 00:00,11/05/2013 00:00
609,Gauteng - City of Tshwane,Pretoria West,"-25.740133,28.211998",11/07/2013 00:00,11/07/2013 00:00
655,Western Cape - Cape Winelands,Stellenbosch,"-33.941722,18.829609",11/07/2013 00:00,11/09/2013 00:00
656,Western Cape - Cape Winelands,Stellenbosch,"-33.432158,19.646789",11/07/2013 00:00,11/09/2013 00:00
665,Western Cape - Drakenstein,Paarl,"-33.701778,18.96598",11/07/2013 00:00,11/09/2013 00:00
666,Western Cape - Bergrivier,Piketberg,"-32.899759,18.766632",11/07/2013 00:00,11/09/2013 00:00
667,Western Cape - City of Cape Town,Cape Town,"-34.048748,18.620189",11/07/2013 00:00,11/07/2013 00:00
668,Gauteng - City of Johannesburg,Johannesburg,"-26.206012,28.039834",11/07/2013 00:00,11/07/2013 00:00
669,Gauteng - City of Tshwane,Pretoria,"-25.74483,28.210838",11/07/2013 00:00,11/07/2013 00:00
601,Eastern Cape - Senqu,Sterkspruit,"-30.524783,27.364748",11/09/2013 00:00,11/10/2013 00:00
615,Northern Cape - John Taolo Gaetsewe,Kuruman,"-27.46289,23.433096",11/09/2013 00:00,11/09/2013 00:00
616,Northern Cape - Joe Morolong,Joe Morolong Municipality,"-27.46091,23.434325",11/09/2013 00:00,11/10/2013 00:00
617,Western CApe - City of Cape Town,Lansdowne Road,"-34.002154,18.560001",11/09/2013 00:00,11/10/2013 00:00
619,Limpopo - Thulamela,Malamulele,"-23.012124,30.716225",11/09/2013 00:00,11/10/2013 00:00
664,Limpopo - Polokwane,Polokwane,"-23.849575,29.383099",11/09/2013 00:00,11/09/2013 00:00
657,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.739218,25.39524",11/11/2013 00:00,11/15/2013 12:00:00 AM
653,Mpumalanga - Emalahleni,Witbank,"-25.877025,29.246757",11/12/2013 00:00,11/12/2013 00:00
658,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.743219,25.378951",11/12/2013 00:00,11/12/2013 00:00
660,KwaZulu Natal - eThekwini,Durban,"-29.857599,31.025731",11/12/2013 00:00,11/12/2013 00:00
671,Gauteng - Ekurhuleni,Germiston,"-26.218056,28.166185",11/12/2013 00:00,11/12/2013 00:00
659,North West - Mafikeng,Mahikeng,"-26.282949,25.111285",11/13/2013 12:00:00 AM,11/13/2013 12:00:00 AM
652,Gauteng - City of Johannesburg,Johannesburg,"-26.19246,28.038588",11/14/2013 12:00:00 AM,11/14/2013 12:00:00 AM
654,Gauteng - Ekurhuleni,Boksburg,"-26.22455,28.252702",11/14/2013 12:00:00 AM,11/14/2013 12:00:00 AM
661,Gauteng - City of Johannesburg,Johannesburg,"-26.19246,28.038588",11/14/2013 12:00:00 AM,11/14/2013 12:00:00 AM
649,Western Cape - City of Cape Town,Cape Town,"-34.000429,18.729025",11/16/2013 12:00:00 AM,11/17/2013 12:00:00 AM
650,Western Cape - City of Cape Town,Cape Town,"-34.049806,18.621359",11/17/2013 12:00:00 AM,11/17/2013 12:00:00 AM
646,Gauteng - Ekurhuleni,East Rand,"-26.354574,28.132196",11/18/2013 12:00:00 AM,11/19/2013 12:00:00 AM
648,KwaZulu Natal - eThekwini,Durban,"-29.857426,30.978188",11/18/2013 12:00:00 AM,11/19/2013 12:00:00 AM
651,KwaZulu Natal - eThekwini,Durban,"-29.857433,30.978151",11/18/2013 12:00:00 AM,11/18/2013 12:00:00 AM
681,Gauteng - Ekurhuleni,East Rand,"-26.355574,28.132539",11/18/2013 12:00:00 AM,11/18/2013 12:00:00 AM
647,North West - Rustenburg,Rustenburg,"-25.66025,27.244178",11/19/2013 12:00:00 AM,11/21/2013 12:00:00 AM
645,North West - Rustenburg,Rustenburg,"-25.432036,27.835554",11/21/2013 12:00:00 AM,11/21/2013 12:00:00 AM
644,Western Cape - City of Cape Town,Cape Town,"-33.931535,18.433679",11/23/2013 12:00:00 AM,11/23/2013 12:00:00 AM
692,KwaZulu Natal - eThekwini,Durban,"-29.848824,30.824899",11/26/2013 12:00:00 AM,11/26/2013 12:00:00 AM
695,Gauteng - City of Johannesburg,Johannesburg,"-26.134153,28.034748",11/26/2013 12:00:00 AM,11/26/2013 12:00:00 AM
691,Gauteng - City of Tshwane,Pretoria,"-25.747603,28.219861",11/27/2013 12:00:00 AM,11/27/2013 12:00:00 AM
694,Gauteng - City of Johannesburg,Johannesburg,"-26.202251,28.040584",11/28/2013 12:00:00 AM,11/28/2013 12:00:00 AM
690,Gauteng - City of Johannesburg,Johannesburg,"-26.193279,28.036915",11/29/2013 12:00:00 AM,11/29/2013 12:00:00 AM
698,Gauteng - City of Johannesburg,Johannesburg,"-26.18679,28.009663",11/29/2013 12:00:00 AM,11/29/2013 12:00:00 AM
696,Western Cape - City of Cape Town,Cape Town,"-33.931535,18.433679",11/30/2013 12:00:00 AM,11/30/2013 12:00:00 AM
686,Gauteng - Mogale City,Krugersdorp,"-26.162641,27.787249",12/02/2013 00:00,12/02/2013 00:00
687,Gauteng - City of Tshwane,Pretoria,"-25.525093,28.101942",12/03/2013 00:00,12/03/2013 00:00
688,Gauteng - City of Johannesburg,Johannesburg,"-26.037042,28.061987",12/03/2013 00:00,12/03/2013 00:00
689,Gauteng - City of Johannesburg,Johannesburg,"-26.039558,28.061194",12/03/2013 00:00,12/03/2013 00:00
712,Western Cape - City of Cape Town,Cape Town,"-33.903605,18.640939",12/03/2013 00:00,12/03/2013 00:00
849,Northern Cape - Sol Plaatjie,Kimberley,"-28.728303,24.751766",12/04/2013 00:00,12/04/2013 00:00
683,Gauteng - City of Johannesburg,Johannesburg,"-26.20427,28.041223",12/05/2013 00:00,12/05/2013 00:00
684,Gauteng - City of Johannesburg,Johannesburg,"-26.193279,28.036915",12/05/2013 00:00,12/05/2013 00:00
685,Gauteng - Ekurhuleni,Johannesburg,"-26.218172,28.164502",12/05/2013 00:00,12/05/2013 00:00
718,Western Cape - Knysna,Knysna,"-34.036073,23.049799",12/05/2013 00:00,12/05/2013 00:00
697,KwaZulu Natal - eThekwini,Durban,"-29.959889,30.902861",12/07/2013 00:00,12/07/2013 00:00
703,Mpumalanga - Mbombela,Nelspruit,"-25.461715,30.929748",12/10/2013 00:00,12/10/2013 00:00
700,Western Cape - City of Cape Town,Cape Town,"-34.047873,18.623279",12/13/2013 12:00:00 AM,12/13/2013 12:00:00 AM
734,Gauteng - Ekurhuleni,Johannesburg,"-26.289144,28.267275",12/13/2013 12:00:00 AM,12/13/2013 12:00:00 AM
699,Western Cape - City of Cape Town,Cape Town,"-33.923474,18.419912",12/14/2013 12:00:00 AM,12/14/2013 12:00:00 AM
732,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.84554,25.51495",12/15/2013 12:00:00 AM,12/15/2013 12:00:00 AM
731,Gauteng - City of Johannesburg,Johannesburg,"-25.940757,28.018091",12/16/2013 12:00:00 AM,12/16/2013 12:00:00 AM
733,KwaZulu Natal - eThekwini,Durban,"-29.970708,30.900055",12/16/2013 12:00:00 AM,12/16/2013 12:00:00 AM
701,Gauteng - Mogale City,Krugersdorp,"-26.073745,27.753328",12/18/2013 12:00:00 AM,12/18/2013 12:00:00 AM
702,Free State - Mangaung,Bloemfontein,"-29.19272,26.821649",12/18/2013 12:00:00 AM,12/18/2013 12:00:00 AM
722,Mpumalanga - Emalahleni,Witbank,"-25.885206,29.183397",12/18/2013 12:00:00 AM,12/18/2013 12:00:00 AM
751,KwaZulu Natal - Ezingoleni,Pietermaritzburg,"-30.676121,30.109957",12/23/2013 12:00:00 AM,12/23/2013 12:00:00 AM
746,Western Cape - City of Cape Town,Cape Town,"-33.952402,18.569221",12/26/2013 12:00:00 AM,12/27/2013 12:00:00 AM
711,Mpumalanga - Nkangala,Pretoria,"-25.943227,29.602441",12/27/2013 12:00:00 AM,12/29/2013 12:00:00 AM
715,Gauteng - West Rand,Johannesburg,"-26.21512,27.699933",01/01/2014 00:00,01/01/2014 00:00
729,Gauteng - City of Johannesburg,Johannesburg,"-25.934679,28.012517",01/03/2014 00:00,01/03/2014 00:00
708,Gauteng - Mogale City,Krugersdorp,"-26.161986,27.787071",01/04/2014 00:00,01/08/2014 00:00
713,Free State - Moqhaka,Kroonstad,"-27.662777,27.240577",01/06/2014 00:00,01/08/2014 00:00
723,KwaZulu Natal - eThekwini,Durban,"-29.734179,30.997258",01/06/2014 00:00,01/06/2014 00:00
728,Limpopo - Thulamela,Giyani,"-23.279866,30.582938",01/06/2014 00:00,01/06/2014 00:00
852,Gauteng - West Rand,Johannesburg,"-26.207661,27.715237",01/07/2014 00:00,01/07/2014 00:00
704,Gauteng - City of Tshwane,Pretoria,"-25.756571,28.186019",01/08/2014 00:00,01/08/2014 00:00
714,Limpopo - Thabazimbi,Thabazimbi,"-24.952275,27.265196",01/08/2014 00:00,01/10/2014 00:00
719,Eastern Cape - Kouga,Jeffreys Bay,"-34.047681,24.923165",01/08/2014 00:00,01/08/2014 00:00
727,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.878384,25.594014",01/09/2014 00:00,01/09/2014 00:00
752,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.959976,25.603121",01/09/2014 00:00,01/17/2014 12:00:00 AM
705,Gauteng - City of Tshwane,Pretoria,"-25.750053,28.183579",01/10/2014 00:00,01/10/2014 00:00
706,KwaZulu Natal - Nkandla,Nkandla,"-28.622802,31.087676",01/11/2014 00:00,01/11/2014 00:00
709,Gauteng - City of Johannesburg,Johannesburg,"-26.267826,27.979472",01/11/2014 00:00,01/11/2014 00:00
717,North West - Madibeng,Brits,"-25.604824,27.886795",01/12/2014 00:00,01/14/2014 12:00:00 AM
707,Gauteng - Ekurhuleni,Germiston,"-26.238238,28.365753",01/13/2014 12:00:00 AM,01/13/2014 12:00:00 AM
710,Free State - Xhariep,Trompsburg,"-30.03061,25.779391",01/13/2014 12:00:00 AM,01/13/2014 12:00:00 AM
716,Gauteng - City of Johannesburg,Johannesburg,"-26.024567,28.012966",01/13/2014 12:00:00 AM,01/13/2014 12:00:00 AM
720,KwaZulu Natal - Nkandla,Nkandla,"-28.622501,31.089063",01/13/2014 12:00:00 AM,01/13/2014 12:00:00 AM
721,Mpumalanga - Thaba Chweu,Lydenburg,"-25.089952,30.422588",01/13/2014 12:00:00 AM,01/13/2014 12:00:00 AM
724,Eastern Cape - Nelson Mandela Bay,Port Elizabeth,"-33.798639,25.575868",01/13/2014 12:00:00 AM,01/13/2014 12:00:00 AM
725,Gauteng - Ekurhuleni,Johannesburg,"-26.362736,28.121823",01/13/2014 12:00:00 AM,01/13/2014 12:00:00 AM
736,Gauteng - West Rand,Johannesburg,"-26.162834,27.871099",01/14/2014 12:00:00 AM,01/17/2014 12:00:00 AM
740,North West - Kgetlengrivier,Swartruggens,"-25.657001,26.675563",01/14/2014 12:00:00 AM,01/14/2014 12:00:00 AM
